event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
KEN16093,"15 October 2024",2024,2,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Siaya,Ugunja,Ugunja,Ugunja,0.1825,34.2956,2,K24,National,"Around 15 October 2024 (as reported), residents protested in Sira Nyawita village near Ugunja (Ugunja, Siaya) against the move by a medical officer in the area to disinherit orphans their land. The group demanded the government and well-wishers to help address the matter.",0,"crowd size=no report",1729592854
KEN16090,"15 October 2024",2024,2,"Political violence",Riots,"Mob violence","Rioters (Kenya)","Vigilante Group (Kenya)",Rioters,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Machakos,Machakos,Township,Machakos,-1.5167,37.2667,1,"Opera News (Kenya)",National,"Around 15 October 2024 (as reported), a mob cornered beat up and injured a man in Machakos (Machakos, Machakos) for trading in fake currency. The suspect was rescued by the police and placed under custody. Extent of injuries unknown/not reported.",0,"crowd size=no report",1729632725
KEN16090,"15 October 2024",2024,2,"Political violence",Riots,"Mob violence","Civilians (Kenya)",,Civilians,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Machakos,Machakos,Township,Machakos,-1.5167,37.2667,1,"Opera News (Kenya)",National,"Around 15 October 2024 (as reported), a mob cornered beat up and injured a man in Machakos (Machakos, Machakos) for trading in fake currency. The suspect was rescued by the police and placed under custody. Extent of injuries unknown/not reported.",0,"crowd size=no report",1729632725
KEN16081,"14 October 2024",2024,2,"Political violence","Violence against civilians",Attack,"Samburu Ethnic Militia (Kenya)","Pastoralists (Kenya)","Identity militia","Identity militia-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Isiolo,Merti,Cherab,Merti,1.0667,38.6667,1,"Star (Kenya)",National,"Around 14 October 2024 (as reported), unknown gunmen (described as bandits from Samburu, likely Samburu militia, based on the history of attacks in the area) opened fire on a group of herders, within the Dadacha-anan area of Merti (Merti, Isiolo) before driving away with 33 heads of cattle. One herder sustained gunshot wounds during the incident.",0,,1729592854
KEN16081,"14 October 2024",2024,2,"Political violence","Violence against civilians",Attack,"Civilians (Kenya)","Pastoralists (Kenya)",Civilians,"Identity militia-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Isiolo,Merti,Cherab,Merti,1.0667,38.6667,1,"Star (Kenya)",National,"Around 14 October 2024 (as reported), unknown gunmen (described as bandits from Samburu, likely Samburu militia, based on the history of attacks in the area) opened fire on a group of herders, within the Dadacha-anan area of Merti (Merti, Isiolo) before driving away with 33 heads of cattle. One herder sustained gunshot wounds during the incident.",0,,1729592854
KEN16082,"14 October 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Kenya)","Vigilante Group (Kenya)",Rioters,"Rioters only",,404,"Eastern Africa",Kenya,Kiambu,Kiambaa,Muchatha,Ruaka,-1.2,36.7833,1,"Daily Nation (Kenya); Kenya Standard; Kenyans.co; NTV (Kenya); Opera News (Kenya); Star (Kenya)","New media-National","On 14 October 2024, a mob set a vehicle ablaze along the Ruaka - Ndenderu road, at the Decimo area of Ruaka (Kiambaa, Kiambu) after the driver hit and killed two pedestrians. The driver managed to flee the scene of the accident.",0,"crowd size=no report",1729592854
KEN16085,"14 October 2024",2024,2,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Muslim Group (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,"Tana River",Galole,Chewani,Hola,-1.5036,40.0333,1,"NTV (Kenya)","New media","Around 14 October 2024 (as reported), residents, mainly family members from the Muslim faith, camped outside the Hola hospital mortuary (Galole, Tana River) in protest against the move by the government to withhold four bodies of the victims of the recent interclan clashes in the area (coded separately). The group demanded the bodies released for burial according to the Muslim faith.",0,"crowd size=no report",1729592854
KEN16161,"14 October 2024",2024,2,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Kenya)",,"Political militia","Political militia-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Kiambu,"Thika Town","Thika Township",Thika,-1.05,37.0833,1,"Daily Nation (Kenya); Kenya Standard; Kenyans.co; KTN News (Kenya); NTV (Kenya); Star (Kenya)","New media-National","Around 14 October 2024 (as reported), unknown assailants (described as powerful and known by the police, coded as an unidentified armed group) strangled a woman (a daughter to a Kirinyaga county nominated member of county assembly) to death, in Biafra neighborhood of Thika (Thika Town, Kiambu). It is unclear whether the killing is politically instigated.",1,"women targeted: relatives of targeted groups or persons",1730758087
KEN16161,"14 October 2024",2024,2,"Political violence","Violence against civilians",Attack,"Civilians (Kenya)","Women (Kenya)",Civilians,"Political militia-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Kiambu,"Thika Town","Thika Township",Thika,-1.05,37.0833,1,"Daily Nation (Kenya); Kenya Standard; Kenyans.co; KTN News (Kenya); NTV (Kenya); Star (Kenya)","New media-National","Around 14 October 2024 (as reported), unknown assailants (described as powerful and known by the police, coded as an unidentified armed group) strangled a woman (a daughter to a Kirinyaga county nominated member of county assembly) to death, in Biafra neighborhood of Thika (Thika Town, Kiambu). It is unclear whether the killing is politically instigated.",1,"women targeted: relatives of targeted groups or persons",1730758087
KEN16083,"14 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Kitui,"Kitui Central",Township,Kitui,-1.3667,38.0167,1,Kenyans.co,National,"On 14 October 2024, parents, mainly family members, camped outside the St. Angela's Girls' school in Kitui (Kitui Central, Kitui) in protest against the recent death of a student at the school, under unclear circumstances. The group demanded justice for the deceased.",0,"crowd size=no report",1732580144
KEN16073,"12 October 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Kenya)",,Rioters,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Kisumu,"Kisumu East","Kolwa East",Buoye,-0.1422,34.7926,2,"Opera News (Kenya)",National,"On 12 October 2024, a mob pelted stones at a member of the Luo council of elders, the Siaya senator and the Nyakach member of parliament during a burial ceremony, in Kolwa near Buoye (Kisumu East, Kisumu). Motivation and extent of injuries unknown/not reported.",0,"crowd size=no report; local administrators",1729592854
KEN16073,"12 October 2024",2024,1,"Political violence",Riots,"Mob violence","Civilians (Kenya)","Azimio la Umoja One Kenya Coalition Party; Luo Ethnic Group (Kenya); ODM: Orange Democratic Movement",Civilians,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Kisumu,"Kisumu East","Kolwa East",Buoye,-0.1422,34.7926,2,"Opera News (Kenya)",National,"On 12 October 2024, a mob pelted stones at a member of the Luo council of elders, the Siaya senator and the Nyakach member of parliament during a burial ceremony, in Kolwa near Buoye (Kisumu East, Kisumu). Motivation and extent of injuries unknown/not reported.",0,"crowd size=no report; local administrators",1729592854
KEN16074,"12 October 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Kenya)",,Rioters,"Rioters only",,404,"Eastern Africa",Kenya,Machakos,Machakos,Muvuti-Kiima-Kimwe,Mavuti,-1.5429,37.315,1,"Citizen (Kenya); Kenyans.co",National,"On 12 October 2024, unknown people set a dormitory ablaze at Mavuti secondary school (Machakos, Machakos). Property of unknown value was destroyed during the incident. The event happened in the context of school fires across the country.",0,"crowd size=no report",1729592854
KEN16075,"12 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Nairobi,Roysambu,,"Nairobi - Roysambu",-1.2067,36.8888,1,Kenyans.co,National,"On 12 October 2024, residents disrupted a function by chanting anti-president slogans during the President's economic advisor's speech, within the Githurai 44 neighborhood of Nairobi - Roysambu (Roysambu, Nairobi). It is unclear whether the chants are related to the ongoing opposition to the impeachment of the deputy president. The advisor had to cut short his speech.",0,"crowd size=no report",1729592854
KEN16076,"12 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Nairobi,Starehe,"Nairobi Central",Nairobi,-1.283,36.817,1,"Opera News (Kenya)",National,"On 12 October 2024, youth disrupted a public service vehicle (matatu) culture event by chanting anti-government slogans, in Nairobi (Starehe, Nairobi) in protest against increasing economic pressures. The group demanded accountability from the political class.",0,"crowd size=no report",1729592854
KEN16078,"12 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Nakuru,Gilgil,Gilgil,Gilgil,-0.4897,36.312,1,"Kenyans.co; KTN News (Kenya)",National,"On 12 October 2024, hundreds to thousands of Lari Nyakinyua group blocked the Nairobi-Nakuru highway using stones, with some carrying placards and chanting slogans, in Gilgil (Gilgil, Nakuru) in protest against the recent move by squatters to settle on their land. The group demanded the government through the cabinet secretary interior to help address the matter.",0,"crowd size=hundreds to thousands",1729592854
KEN16059,"11 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Students (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Kericho,Ainamoi,Belgut,Kaptebeswet,-0.3544,35.2274,1,"Kenya Standard; Kenyans.co; KTN News (Kenya)",National,"On 11 October 2024, students vandalized property of unknown value at Kaptebeswet secondary school (Ainamoi, Kericho) in demonstration against the transfer of the deputy principal. Police officers used unspecified means to disperse the group and the school was closed indefinitely.",0,"crowd size=no report",1728963291
KEN16060,"11 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Kilifi,"Kilifi North",Sokoni,Kilifi,-3.633,39.85,1,"AP; KTN News (Kenya)",National-International,"On 11 October 2024, hundreds of residents, joined by environmental activists marched to the office of the governor in Kilifi town (Kilifi North, Kilifi) in protest against the planned construction of a nuclear plant in Uyombo area. The group demanded that theproject be suspended.",0,"crowd size= hundreds",1728963291
KEN16061,"11 October 2024",2024,2,"Political violence",Riots,"Mob violence","Rioters (Kenya)","Vigilante Group (Kenya)",Rioters,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Kitui,"Mwingi West",Kiomo,Kiomo,-0.9147,38.0189,2,"Star (Kenya)",National,"Around 11 October 2024 (as reported), a mob stoned a man in Mangoloma near Kiomo (Mwingi West, Kitui) for killing his cousin during a fight. The suspect was rescued by the police. Extent of injuries unknown/not reported.",0,"crowd size=no report",1728963291
KEN16061,"11 October 2024",2024,2,"Political violence",Riots,"Mob violence","Civilians (Kenya)",,Civilians,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Kitui,"Mwingi West",Kiomo,Kiomo,-0.9147,38.0189,2,"Star (Kenya)",National,"Around 11 October 2024 (as reported), a mob stoned a man in Mangoloma near Kiomo (Mwingi West, Kitui) for killing his cousin during a fight. The suspect was rescued by the police. Extent of injuries unknown/not reported.",0,"crowd size=no report",1728963291
KEN16062,"11 October 2024",2024,2,"Political violence",Riots,"Mob violence","Rioters (Kenya)","Vigilante Group (Kenya)",Rioters,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Machakos,Kathiani,"Upper Kaewa-Iveti",Kalunga,-1.451,37.3129,2,"Opera News (Kenya)",National,"Around 11 October 2024 (as reported), a mob stoned a public service vehicle (matatu) operator to death in an unspecified village within Kalunga sublocation (coded to the nearest known location as Kalunga, Kathiani, Machakos) for stabbing a boda boda taxi operator to death, following an altercation.",1,"crowd size=no report",1728963291
KEN16062,"11 October 2024",2024,2,"Political violence",Riots,"Mob violence","Civilians (Kenya)","Labor Group (Kenya)",Civilians,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Machakos,Kathiani,"Upper Kaewa-Iveti",Kalunga,-1.451,37.3129,2,"Opera News (Kenya)",National,"Around 11 October 2024 (as reported), a mob stoned a public service vehicle (matatu) operator to death in an unspecified village within Kalunga sublocation (coded to the nearest known location as Kalunga, Kathiani, Machakos) for stabbing a boda boda taxi operator to death, following an altercation.",1,"crowd size=no report",1728963291
KEN16049,"11 October 2024",2024,2,"Political violence",Riots,"Mob violence","Rioters (Kenya)",,Rioters,Rioters-Rioters,,404,"Eastern Africa",Kenya,Kericho,Bureti,Chemosot,Kipkerieny,-0.498,35.1699,1,"Citizen (Kenya)",National,"Around 11 October 2024 (as reported), rival factions (for and against the county governor) clashed with each other during a funeral function in Kipkerieny (Bureti, Kericho) over the ouster of the county governor following the recent impeachment motion. Extent of injuries unknown/not reported.",0,"crowd size=no report",1729545344
KEN16049,"11 October 2024",2024,2,"Political violence",Riots,"Mob violence","Rioters (Kenya)",,Rioters,Rioters-Rioters,,404,"Eastern Africa",Kenya,Kericho,Bureti,Chemosot,Kipkerieny,-0.498,35.1699,1,"Citizen (Kenya)",National,"Around 11 October 2024 (as reported), rival factions (for and against the county governor) clashed with each other during a funeral function in Kipkerieny (Bureti, Kericho) over the ouster of the county governor following the recent impeachment motion. Extent of injuries unknown/not reported.",0,"crowd size=no report",1729545344
KEN16069,"11 October 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Kenya)",,Rioters,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Kiambu,"Kiambu Town",Riabai,Kiambu,-1.1667,36.8333,1,"Kenyans.co; TUKO",National,"On 11 October 2024, patrons confronted the Kinangop member of parliament, with some hurling alcohol towards the lawmaker, in Kiambu (Kiambu Town, Kiambu). The group accused the lawmaker for voting in support of the impeachment of the deputy president. The lawmaker was rescued by his assistants and whisked away. Extent of injuries unknown/not reported.",0,"crowd size=no report",1729592853
KEN16069,"11 October 2024",2024,1,"Political violence",Riots,"Mob violence","Civilians (Kenya)","Kenya Kwanza Alliance; UDA: United Democratic Alliance",Civilians,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Kiambu,"Kiambu Town",Riabai,Kiambu,-1.1667,36.8333,1,"Kenyans.co; TUKO",National,"On 11 October 2024, patrons confronted the Kinangop member of parliament, with some hurling alcohol towards the lawmaker, in Kiambu (Kiambu Town, Kiambu). The group accused the lawmaker for voting in support of the impeachment of the deputy president. The lawmaker was rescued by his assistants and whisked away. Extent of injuries unknown/not reported.",0,"crowd size=no report",1729592853
KEN16058,"11 October 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Kenya)",,Rioters,Rioters-Rioters,,404,"Eastern Africa",Kenya,"Homa Bay",Mbita,"Rusinga Island",Mbita,-0.4166,34.2,1,"Kenya Standard",National,"On 11 October 2024, rival families clashed with each other, with some attempting to forcibly access the court registry in Mbita town (Mbita, Homa Bay) following a court ruling that granted a mother the right to bury a 12-year-old boy who was shot during the recent anti-government riots (coded separately) at the Rusinga Island, where she remarried, in opposiotion to the father's wishes. Calm was restored after police officers evacuated the staff and lobbed tear gas to disperse the group. Extent of injuries unknown/not reported.",0,"crowd size=no report",1730151771
KEN16058,"11 October 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Kenya)",,Rioters,Rioters-Rioters,,404,"Eastern Africa",Kenya,"Homa Bay",Mbita,"Rusinga Island",Mbita,-0.4166,34.2,1,"Kenya Standard",National,"On 11 October 2024, rival families clashed with each other, with some attempting to forcibly access the court registry in Mbita town (Mbita, Homa Bay) following a court ruling that granted a mother the right to bury a 12-year-old boy who was shot during the recent anti-government riots (coded separately) at the Rusinga Island, where she remarried, in opposiotion to the father's wishes. Calm was restored after police officers evacuated the staff and lobbed tear gas to disperse the group. Extent of injuries unknown/not reported.",0,"crowd size=no report",1730151771
KEN16151,"11 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Nakuru,"Nakuru North",Bahati,Bibirioni,-0.1441,36.1775,1,"Kenyans.co; TUKO",National,"On 11 October 2024, residents disrupted a funeral ceremony by chanting anti-president slogans during the governor's speech in Bibilioni, also known as Bibirioni (Nakuru North, Nakuru). It is unclear whether the chants are related to the ongoing opposition to the impeachment of the deputy president. The governor had to cut short his speech.",0,"crowd size=no report",1730180182
KEN16063,"11 October 2024",2024,2,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Ogiek Ethnic Group (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Nakuru,Molo,Mariashoni,Mariashoni,-0.3685,35.8213,1,"K24; Kenya Broadcasting Corporation",National,"Around 11 October 2024 (as reported), members of the Ogiek community gathered in Mariashoni (Molo, Nakuru) to protest against a planned move to evict them following a recent court ruling. Led by the council of elders' national secretary general, the group demanded that the relevant government authorities respect and uphold the rights of the Ogiek community as well as ensure justice and fairness in the implementation of the court ruling.",0,"crowd size=no report",1730764848
KEN16052,"10 October 2024",2024,2,Demonstrations,Protests,"Protest with intervention","Protesters (Kenya)",,Protesters,"State forces-Protesters",,404,"Eastern Africa",Kenya,Kiambu,Kikuyu,Kikuyu,Kikuyu,-1.2462,36.6629,1,"Daily Post (Kenya)",National,"Around 10 October 2024 (as reported), patrons shouted in unison at the Texas bar, Kikuyu town (Kikuyu, Kiambu) in protest against their area member of parliament's leadership. Police intervened and shut down the bar before arresting unknown number of patrons.",0,"crowd size=no report",1728963291
KEN16052,"10 October 2024",2024,2,Demonstrations,Protests,"Protest with intervention","Police Forces of Kenya (2022-)",,"State forces","State forces-Protesters",,404,"Eastern Africa",Kenya,Kiambu,Kikuyu,Kikuyu,Kikuyu,-1.2462,36.6629,1,"Daily Post (Kenya)",National,"Around 10 October 2024 (as reported), patrons shouted in unison at the Texas bar, Kikuyu town (Kikuyu, Kiambu) in protest against their area member of parliament's leadership. Police intervened and shut down the bar before arresting unknown number of patrons.",0,"crowd size=no report",1728963291
KEN16053,"10 October 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Kenya)","Taxi Drivers (Kenya); Vigilante Group (Kenya)",Rioters,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Kisumu,Muhoroni,Masogo,Kamagoma,-0.133,34.9739,1,"Citizen (Kenya)",National,"On 10 October 2024, a mob of mainly boda boda taxi operators invaded a homestead, injured a man after they set a house ablaze in Kamagoma (Muhoroni, Kisumu). The victm was attacked for killing another man, he was rescued by the police and taken to hospital. Police arrested five rioters and confiscated two motorcycles during the incident.",0,"crowd size=no report",1728963291
KEN16053,"10 October 2024",2024,1,"Political violence",Riots,"Mob violence","Civilians (Kenya)",,Civilians,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Kisumu,Muhoroni,Masogo,Kamagoma,-0.133,34.9739,1,"Citizen (Kenya)",National,"On 10 October 2024, a mob of mainly boda boda taxi operators invaded a homestead, injured a man after they set a house ablaze in Kamagoma (Muhoroni, Kisumu). The victm was attacked for killing another man, he was rescued by the police and taken to hospital. Police arrested five rioters and confiscated two motorcycles during the incident.",0,"crowd size=no report",1728963291
KEN16054,"10 October 2024",2024,2,"Political violence",Riots,"Mob violence","Rioters (Kenya)","Vigilante Group (Kenya)",Rioters,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Migori,Uriri,"North Kanyamkago",Rapogi,-0.9098,34.4728,2,"Opera News (Kenya); TUKO",National,"Around 10 October 2024 (as reported), a mob beat up and seriously injured a man in Kabuchi market near Rapogi (Uriri, Migori) for vandalizing an electricity transformer. The suspect who was a part of a five-man gang was rescued by the police and taken to hospital, his associates managed to escape.",0,"crowd size=no report",1728963291
KEN16054,"10 October 2024",2024,2,"Political violence",Riots,"Mob violence","Civilians (Kenya)",,Civilians,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Migori,Uriri,"North Kanyamkago",Rapogi,-0.9098,34.4728,2,"Opera News (Kenya); TUKO",National,"Around 10 October 2024 (as reported), a mob beat up and seriously injured a man in Kabuchi market near Rapogi (Uriri, Migori) for vandalizing an electricity transformer. The suspect who was a part of a five-man gang was rescued by the police and taken to hospital, his associates managed to escape.",0,"crowd size=no report",1728963291
KEN16057,"10 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,"Tana River",Garsen,"Garsen West",Garsen,-2.2697,40.12,1,"KTN News (Kenya); NTV (Kenya)","New media-National","On 10 October 2024, residents, mainly relatives and family members, marched while carrying placards and chanting to Garsen police station (Garsen, Tana River) in protest against the recent abduction of one of their own by suspected police officers (coded separately). The group demanded that the police to disclose the whereabouts of the victim.",0,"crowd size=no report",1728963291
KEN16045,"09 October 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Kenya)",,Rioters,"Rioters only",,404,"Eastern Africa",Kenya,Makueni,Kilome,Mukaa,Mukaa,-1.8345,37.3251,2,"Opera News (Kenya)",National,"On 9 October 2024, unknown people set a dormitory ablaze at Maiani Boys Secondary School near Mukaa (Kilome, Makueni). Property of unknown value was destroyed and three students were arrested for interrogation in connection with the incident. The event happened in the context of school fires across the country.",0,"crowd size=no report",1728963291
KEN16047,"09 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Nairobi,Langata,,"Nairobi - Langata",-1.3508,36.7589,1,K24,National,"On 9 October 2024, supporters of political activist Morara Kebaso, chanted slogans outside the hardy police station within the Nairobi - Langata (Langata, Nairobi) in support of the move by the police to release the activist, following his arrest for disrupting a public participation exercise on the impeachment motion against the deputy president (coded separately).",0,"crowd size=no report",1728963291
KEN16048,"09 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Health Workers (Kenya); KUCO: Kenya Union of Clinical Officers; Labor Group (Kenya); Students (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Nairobi,Starehe,"Nairobi Central",Nairobi,-1.283,36.817,1,"Citizen (Kenya); Kenya Standard; KTN News (Kenya)",National,"On 9 October 2024, intern clinical officers, joined by KUCO officials protested outside the ministry of health headquarters in Nairobi (Starehe, Nairobi) against delayed pay, poor working conditions and lack of medical cover. The group demanded the ministry to address their grievances.",0,"crowd size=no report",1728963291
KEN16050,"09 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Health Workers (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Nandi,Chesumei,Chemundu,Kapsabet,0.2039,35.105,1,"Citizen (Kenya); NTV (Kenya)","New media-National","On 9 October 2024, health workers marched while carrying banners and blowing vuvuzelas, in Kapsabet (Chesumei, Nandi) in protest against the move by the county government to sack over 600 of their colleagues (other sources mention poor working conditions and lack of medical supplies). The group demanded that the county government to address their grievances.",0,"crowd size=no report",1728963291
KEN16044,"09 October 2024",2024,2,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Kitui,"Kitui West",Matinyani,"Kwa Ndonga",-1.32,37.9474,1,"Opera News (Kenya)",National,"Around 9 October 2024 (as reported), residents and parents protested at Kwa Ndonga primary school (Kitui West, Kitui) against poor performance as well as mismanagement. The group demanded for the head teacher to be transferred.",0,"crowd size=no report",1729592853
KEN16041,"09 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Taxi Drivers (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Mombasa,Mvita,Majengo,Mombasa,-4.0547,39.6636,1,"Citizen (Kenya); GardaWorld; Kenya Broadcasting Corporation; NTV (Kenya)","Other-New media","On 9 October 2024, e-hailing taxi operators protested at the Tononoka grounds in Mombasa (Mvita, Mombasa) against lack of protection and poor workplace safety, following the recent murder of their colleague during the theft of her vehicle. The group demanded the government to address their grievances.",0,"crowd size=no report",1729632725
KEN16162,"09 October 2024",2024,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Kenya)",,"Political militia","Political militia-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,"West Pokot","West Pokot",Kapenguria,Kapenguria,1.2333,35.1167,3,"Daily Post (Kenya); Opera News (Kenya)",National,"On 9 October 2024, unknown gunmen (coded as an unidentified armed group) killed a man (a farmer and businessman), at an unspecified location within West Pokot county (coded to the county headquarters as Kapenguria, West Pokot, West Pokot). The attackers gouged out the deceased's eyes before dumping the body in Riting area, beside Turkwel Dam. It is unclear whether the killing is linked to the deceased victim's civic education campaigns on human rights and condemning unfair government rules.",1,,1730180182
KEN16162,"09 October 2024",2024,1,"Political violence","Violence against civilians",Attack,"Civilians (Kenya)","Farmers (Kenya); Labor Group (Kenya)",Civilians,"Political militia-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,"West Pokot","West Pokot",Kapenguria,Kapenguria,1.2333,35.1167,3,"Daily Post (Kenya); Opera News (Kenya)",National,"On 9 October 2024, unknown gunmen (coded as an unidentified armed group) killed a man (a farmer and businessman), at an unspecified location within West Pokot county (coded to the county headquarters as Kapenguria, West Pokot, West Pokot). The attackers gouged out the deceased's eyes before dumping the body in Riting area, beside Turkwel Dam. It is unclear whether the killing is linked to the deceased victim's civic education campaigns on human rights and condemning unfair government rules.",1,,1730180182
KEN16031,"09 October 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Kenya)","Government of Kenya (2022-)",Rioters,"Rioters only",,404,"Eastern Africa",Kenya,Nakuru,"Nakuru North",Kabatini,Nakuru,-0.2441,36.142,1,"NTV (Kenya)","New media","On 9 October 2024, members of the county assembly stormed the Nakuru war memorial hospital with some vandalizing the main gate, in Nakuru (Nakuru North, Nakuru) in demonstration against delayed reopening of the facility by the county government following a court order. The group demanded that the county government and the hospital management operationalize the facility.",0,"crowd size=no report",1732580144
KEN16040,"08 October 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Kenya)",,Rioters,"State forces-Rioters",,404,"Eastern Africa",Kenya,Nyeri,"Mathira East","Karatina Town",Karatina,-0.4817,37.1251,1,"Kenyans.co; KTN News (Kenya); Opera News (Kenya)",National,"On 8 October 2024, thousands of residents barricaded the Nyeri-Nairobi highway using burning tires and lighting bonfires at Karatina (Mathira East, Nyeri) in demonstration against the move by the members of parliament to impeach the deputy president. Police used unspecified means to disperse the group as well as stormed the venue of a media livestream of the event and forced the journalists to end the coverage of the event.",0,"crowd size=thousands",1728963291
KEN16040,"08 October 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Police Forces of Kenya (2022-)",,"State forces","State forces-Rioters",,404,"Eastern Africa",Kenya,Nyeri,"Mathira East","Karatina Town",Karatina,-0.4817,37.1251,1,"Kenyans.co; KTN News (Kenya); Opera News (Kenya)",National,"On 8 October 2024, thousands of residents barricaded the Nyeri-Nairobi highway using burning tires and lighting bonfires at Karatina (Mathira East, Nyeri) in demonstration against the move by the members of parliament to impeach the deputy president. Police used unspecified means to disperse the group as well as stormed the venue of a media livestream of the event and forced the journalists to end the coverage of the event.",0,"crowd size=thousands",1728963291
KEN16042,"08 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Nyeri,"Nyeri Central",Rware,Nyeri,-0.4167,36.95,1,"KTN News (Kenya)",National,"On 8 October 2024, residents, protested in Nyeri town (Nyeri Central, Nyeri) against the move by the members of parliament to impeach the deputy president. The group demanded for the senate to reverse the impeachment.",0,"crowd size=no report",1728963291
